建案名稱,最近日期,最早日期,報告次數,警戒次數,行動次數,alert次數,相關廠商,風險因子,原始檔名範例
開揚-大安區金華段日,2026-01-20,2026-01-19,17,26,8,0,,,1130620開揚-大安區金華段日報告.pdf; 1130411開揚-大安區金華段日報告.pdf
台大仁愛醫護大樓(古蹟區及周邊),2026-01-20,2026-01-20,2,6,2,0,,,台大仁愛醫護大樓(古蹟區及周邊)報表1140729.pdf; 台大仁愛醫護大樓(古蹟區及周邊)報表1140827.pdf
台大仁愛醫護大樓,2026-01-20,2026-01-20,60,173,48,25,,,台大仁愛醫護大樓量測報表1131018.pdf; 台大仁愛醫護大樓量測報表1140513.pdf
台大仁愛醫護大樓(古蹟區含周邊),2026-01-20,2026-01-20,1,3,1,0,,,台大仁愛醫護大樓(古蹟區含周邊)報表1140924.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.170,2026-01-20,2026-01-20,1,1,0,1,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140820 NO.170.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.168,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140813 NO.168.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.169,2026-01-20,2026-01-20,1,1,0,1,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140818 NO.169.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.171,2026-01-20,2026-01-20,1,1,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140825 NO.171.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.172,2026-01-20,2026-01-20,1,1,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140827 NO.172.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.173,2026-01-20,2026-01-20,1,1,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140901 NO.173.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.167,2026-01-20,2026-01-20,1,1,0,1,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140811 NO.167.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.166,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140806 NO.166.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.165,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140804 NO.165.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.164,2026-01-20,2026-01-20,1,3,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140730 NO.164.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.162,2026-01-20,2026-01-20,1,3,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140723 NO.162.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.158,2026-01-20,2026-01-20,1,4,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140709 NO.158.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.154,2026-01-20,2026-01-20,1,3,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140625 NO.154.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.153,2026-01-20,2026-01-20,1,4,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140623 NO.153.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.157,2026-01-20,2026-01-20,1,2,0,1,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140707 NO.157.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.156,2026-01-20,2026-01-20,1,3,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140702 NO.156.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.149,2026-01-20,2026-01-20,1,5,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140609 NO.149.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.150,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140611 NO.150.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.151,2026-01-20,2026-01-20,1,3,0,1,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140616 NO.151.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.152,2026-01-20,2026-01-20,1,1,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140618 NO.152.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.148,2026-01-20,2026-01-20,1,4,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140604 NO.148.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.147,2026-01-20,2026-01-20,1,4,3,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140602 NO.147.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.144,2026-01-20,2026-01-20,1,2,4,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140522 NO.144.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.143,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140519 NO.143.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.142,2026-01-20,2026-01-20,1,4,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140515 NO.142.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.140,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140508 NO.140.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.139,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140505 NO.139.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.126,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140320 NO.126.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.137,2026-01-20,2026-01-20,1,3,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140428 NO.137.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.135,2026-01-20,2026-01-20,1,3,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140421 NO.135.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.134,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140417 NO.134.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.133,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140414 NO.133.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.131,2026-01-20,2026-01-20,1,3,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140407 NO.131.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.132,2026-01-20,2026-01-20,1,3,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140411 NO.132.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.130,2026-01-20,2026-01-20,1,3,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140402 NO.130.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.129,2026-01-20,2026-01-20,1,3,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140331 NO.129.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.128,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140327 NO.128.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.127,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140324 NO.127.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.125,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140317 NO.125.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.124,2026-01-20,2026-01-20,1,3,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140313 NO.124.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  121 V3,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140303 121 V3.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程 NO.122,2026-01-20,2026-01-20,1,3,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140306NO.122.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  120,2026-01-20,2026-01-20,1,1,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140227 120.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  119,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140224 119.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  118,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140220 118.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  115,2026-01-20,2026-01-20,1,1,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140210 115.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  114,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140205 114.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  112,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140116 112.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  111,2026-01-20,2026-01-20,1,1,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140113 111.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  110,2026-01-20,2026-01-20,1,1,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140108 110.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  109,2026-01-20,2026-01-20,1,1,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1131230 109.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  108,2026-01-20,2026-01-20,1,1,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1131225 108.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  107,2026-01-20,2026-01-20,1,1,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1131218 107.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  104,2026-01-20,2026-01-20,1,1,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1131125 104.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  103,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1131118 103.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  102,2026-01-20,2026-01-20,1,3,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1131111 102.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  101,2026-01-20,2026-01-20,1,3,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1131104 101.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  105,2026-01-20,2026-01-20,1,1,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1131202 105.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  100 (1),2026-01-20,2026-01-20,1,4,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1131028 100 (1).p
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  95,2026-01-20,2026-01-20,1,5,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1130923 95.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  94,2026-01-20,2026-01-20,1,4,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1130916 94.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  93,2026-01-20,2026-01-20,1,1,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1130909 93.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  92,2026-01-20,2026-01-20,1,3,0,1,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1130902 92.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  91,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1130826 91.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  89,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1130812 89.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  90,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1130819 90.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  87,2026-01-20,2026-01-20,1,1,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1130729 87.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  88,2026-01-20,2026-01-20,1,1,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1130808 88.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程,2026-01-20,2026-01-20,74,249,107,72,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程安全觀測報告NO.86.pdf; 永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程安全觀測報告NO.24.pdf
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.185,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1141014 NO.185.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.183,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1141007 NO.183.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.178,2026-01-20,2026-01-20,1,3,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140918 NO.178.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.177,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140915 NO.177.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.176,2026-01-20,2026-01-20,1,2,0,1,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140910 NO.176.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.175,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140908 NO.175.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.174,2026-01-20,2026-01-20,1,1,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140903 NO.174.pd
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.184 V1,2026-01-20,2026-01-20,1,1,0,1,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1141009 NO.184 V1
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.181 V1,2026-01-20,2026-01-20,1,1,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140930 NO.181 V1
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.180  V1,2026-01-20,2026-01-20,1,1,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140924 NO.180  V
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.179 V1,2026-01-20,2026-01-20,1,2,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1140922 NO.179 V1
新總陽建設北投區大業段四小段574地號商辦大樓新建工程  NO.182 V1,2026-01-20,2026-01-20,1,1,0,0,,,永森營造-新總陽建設北投區大業段四小段574地號商辦大樓新建工程 1141002 NO.182 V1
璞承-中山築觀,2026-01-19,2026-01-13,7,8,1,0,,,璞承-中山築觀1130619.pdf; 璞承-中山築觀1130417.pdf
國產建材實業B棟商業辦公大樓-量測,2026-01-19,2026-01-19,1,0,1,0,,,國產建材實業B棟商業辦公大樓-112年12月14日量測報告.pdf
北市110建字第0117號_高田誠美知寓遼寧街工地,2026-01-19,2026-01-19,8,14,0,0,,,北市110建字第0117號_高田誠美知寓遼寧街工地監測報告_113年08月29日.pdf; 北市110建字第0117號_高田誠美知寓遼寧街工地監測報告_113年05月28日.pdf
113.11.26-112建字第0027號力寶榮星工地,2026-01-19,2026-01-19,1,6,5,0,,,113.11.26-112建字第0027號力寶榮星工地監測報告.pdf
113.11.18-112建字第0027號力寶榮星工地,2026-01-19,2026-01-19,1,5,4,0,,,113.11.18-112建字第0027號力寶榮星工地監測報告.pdf
113.09.03-112建字第0027號力寶榮星工地,2026-01-19,2026-01-19,1,0,4,0,,,113.09.03-112建字第0027號力寶榮星工地監測報告.pdf
113.08.12-112建字第0027號力寶榮星工地,2026-01-19,2026-01-19,1,0,4,0,,,113.08.12-112建字第0027號力寶榮星工地監測報告.pdf
114.09.25,2026-01-19,2026-01-19,1,1,0,0,,,114.09.25觀測報告.pdf
114.06.23,2026-01-19,2026-01-19,1,0,1,0,,,114.06.23觀測報告.pdf
(嘉鎷)113.12監測月報,2026-01-19,2026-01-19,1,2,7,0,,,(嘉鎷)113.12監測月報.pdf
(嘉鎷)113.11監測月報,2026-01-19,2026-01-19,1,2,7,0,,,(嘉鎷)113.11監測月報.pdf
(嘉鎷)113.10監測月報,2026-01-19,2026-01-19,1,1,6,0,,,(嘉鎷)113.10監測月報.pdf
(嘉鎷)113.09監測月報,2026-01-19,2026-01-19,1,1,3,0,,,(嘉鎷)113.09監測月報.pdf
(嘉鎷)113.08監測月報,2026-01-19,2026-01-19,1,2,1,0,,,(嘉鎷)113.08監測月報.pdf
(嘉鎷)113.07監測月報,2026-01-19,2026-01-19,1,1,0,0,,,(嘉鎷)113.07監測月報.pdf
究平安,2026-01-19,2026-01-08,123,199,91,22,,,安全觀測系統113年11月報告書.pdf; 1141125.pdf
宗盛建設台北市士林區永新段二小段55等12筆地號集合住宅新建工程工地,2026-01-19,2026-01-09,13,6,49,0,,,宗盛建設台北市士林區永新段二小段55等12筆地號集合住宅新建工程工地監測報告_114年12月02.p; 宗盛建設台北市士林區永新段二小段55等12筆地號集合住宅新建工程工地監測報告_114年10月14.p
中華電信濱江資料中心,2026-01-19,2026-01-19,1,0,2,0,,,中華電信濱江資料中心監測報告-(1141105).pdf
富德納骨塔設施新建工程,2026-01-19,2026-01-09,81,161,18,2,,,富德納骨塔設施新建工程20251010.pdf; 富德納骨塔設施新建工程20251125.pdf
福林案,2026-01-14,2026-01-14,9,23,47,0,,,1140312福林案量測報表.pdf; 1140219福林案量測報表.pdf
1225福林案,2026-01-14,2026-01-14,1,3,3,0,,,1225福林案量測報表.pdf
1128福林案,2026-01-14,2026-01-14,1,2,2,0,,,1128福林案量測報表.pdf
1114福林案,2026-01-14,2026-01-14,1,10,2,0,,,1114福林案量測報表.pdf
1107福林案,2026-01-14,2026-01-14,1,3,2,0,,,1107福林案量測報表.pdf
1028福林案,2026-01-14,2026-01-14,1,2,5,0,,,1028福林案量測報表.pdf
1024福林案,2026-01-14,2026-01-14,1,4,0,0,,,1024福林案量測報表.pdf
1017福林案,2026-01-14,2026-01-14,1,6,0,0,,,1017福林案量測報表.pdf
1021福林案,2026-01-14,2026-01-14,1,5,0,0,,,1021福林案量測報表.pdf
1010福林案,2026-01-14,2026-01-14,1,6,0,0,,,1010福林案量測報表.pdf
1005福林案,2026-01-14,2026-01-14,1,6,0,0,,,1005福林案量測報表.pdf
0926福林案,2026-01-14,2026-01-14,1,6,0,2,,,0926福林案量測報表.pdf
0923福林案,2026-01-14,2026-01-14,1,3,0,0,,,0923福林案量測報表.pdf
0919福林案,2026-01-14,2026-01-14,1,3,0,0,,,0919福林案量測報表.pdf
0916福林案,2026-01-14,2026-01-14,1,1,0,0,,,0916福林案量測報表.pdf
0912福林案,2026-01-14,2026-01-14,1,2,1,0,,,0912福林案量測報表.pdf
0905福林案,2026-01-14,2026-01-14,1,3,0,0,,,0905福林案量測報表(1).pdf
0909福林案,2026-01-14,2026-01-14,1,3,1,0,,,0909福林案量測報表.pdf
0902福林案,2026-01-14,2026-01-14,1,1,0,0,,,0902福林案量測報表.pdf
0822福林案,2026-01-14,2026-01-14,1,6,0,0,,,0822福林案量測報表.pdf
0826福林案,2026-01-14,2026-01-14,1,4,0,0,,,0826福林案量測報表.pdf
0805福林案,2026-01-14,2026-01-14,1,8,0,1,,,0805福林案量測報表(1).pdf
0815福林案,2026-01-14,2026-01-14,1,6,0,0,,,0815福林案量測報表.pdf
0727福林案,2026-01-14,2026-01-14,1,0,2,0,,,0727福林案量測報表.pdf
台大590_教職員宿舍新建工程,2026-01-14,2026-01-14,25,19,22,0,,,台大590_教職員宿舍新建工程安全觀測系統報告_112年07月24日_NO.03.pdf; 台大590_教職員宿舍新建工程安全觀測系統報告_112年08月17日_NO.08.pdf
112-0289,2026-01-14,2026-01-14,1,1,1,0,,,112-0289安全觀測報告書-(2025-07-15 00_00).pdf
雙園段()NO.40,2026-01-14,2026-01-14,1,6,9,5,,,雙園段(1130710)NO.40.pdf
雙園段()NO.39,2026-01-14,2026-01-14,1,11,0,0,,,雙園段(1130605)NO.39.pdf
雙園段()NO.38,2026-01-14,2026-01-14,1,7,0,4,,,雙園段(1130508)NO.38.pdf
雙園段()NO.37,2026-01-14,2026-01-14,1,10,0,0,,,雙園段(1130410)NO.37.pdf
雙園段()NO.36,2026-01-14,2026-01-14,1,7,0,3,,,雙園段(1130313)NO.36.pdf
雙園段()NO.35,2026-01-14,2026-01-14,1,9,0,0,,,雙園段(1130219)NO.35.pdf
雙園段()NO.12,2026-01-14,2026-01-14,1,6,0,0,,,雙園段(1120530)NO.12.pdf
雙園段()NO.11,2026-01-14,2026-01-14,1,7,0,0,,,雙園段(1120526)NO.11.pdf
雙園段()NO.10,2026-01-14,2026-01-14,1,5,0,0,,,雙園段(1120523)NO.10.pdf
雙園段()NO.9 (1),2026-01-14,2026-01-14,1,3,0,0,,,雙園段(1120519)NO.9 (1).pdf
雙園段()NO.4,2026-01-14,2026-01-14,1,4,0,1,,,雙園段(1120503)NO.4.pdf
雙園段()NO.3,2026-01-14,2026-01-14,1,3,0,1,,,雙園段(1120428)NO.3.pdf
雙園段()NO.2 (1),2026-01-14,2026-01-14,1,3,0,1,,,雙園段(1120425)NO.2 (1).pdf
雙園段()NO.32,2026-01-14,2026-01-14,1,9,0,0,,,雙園段(1121014)NO.32.pdf
雙園段()NO.34,2026-01-14,2026-01-14,1,5,0,3,,,雙園段(1121024)NO.34.pdf
雙園段()NO.33,2026-01-14,2026-01-14,1,8,0,0,,,雙園段(1121018)NO.33.pdf
雙園段()NO.31,2026-01-14,2026-01-14,1,8,0,0,,,雙園段(1121004)NO.31.pdf
雙園段()NO.30,2026-01-14,2026-01-14,1,7,0,0,,,雙園段(1120926)NO.30.pdf
雙園段()NO.29,2026-01-14,2026-01-14,1,4,0,0,,,雙園段(1120920)NO.29.pdf
雙園段()NO.28,2026-01-14,2026-01-14,1,5,0,2,,,雙園段(1120915)NO.28.pdf
雙園段()NO.26,2026-01-14,2026-01-14,1,5,2,0,,,雙園段(1120830)NO.26.pdf
雙園段()NO.25,2026-01-14,2026-01-14,1,7,0,0,,,雙園段(1120823)NO.25.pdf
雙園段()NO.27,2026-01-14,2026-01-14,1,7,0,0,,,雙園段(1120906)NO.27.pdf
雙園段()NO.24,2026-01-14,2026-01-14,1,0,0,1,,,雙園段(1120816)NO.24.pdf
雙園段()NO.23,2026-01-14,2026-01-14,1,1,0,0,,,雙園段(1120809)NO.23.pdf
雙園段()NO.22,2026-01-14,2026-01-14,1,5,0,2,,,雙園段(1120804)NO.22.pdf
雙園段()NO.21,2026-01-14,2026-01-14,1,5,1,0,,,雙園段(1120728)NO.21.pdf
雙園段()NO.18,2026-01-14,2026-01-14,1,1,0,0,,,雙園段(1120707)NO.18.pdf
雙園段()NO.20,2026-01-14,2026-01-14,1,0,0,1,,,雙園段(1120719)NO.20.pdf
雙園段()NO.19,2026-01-14,2026-01-14,1,3,0,0,,,雙園段(1120714)NO.19.pdf
雙園段()NO.14,2026-01-14,2026-01-14,1,5,0,1,,,雙園段(1120606)NO.14.pdf
雙園段()NO.15,2026-01-14,2026-01-14,1,5,1,0,,,雙園段(1120616)NO.15.pdf
雙園段()NO.16,2026-01-14,2026-01-14,1,6,0,0,,,雙園段(1120622)NO.16.pdf
雙園段()NO.17,2026-01-14,2026-01-14,1,2,0,1,,,雙園段(1120630)NO.17.pdf
雙園段()NO.13,2026-01-14,2026-01-14,1,6,0,0,,,雙園段(1120602)NO.13.pdf
雙園段()NO.8,2026-01-14,2026-01-14,1,3,0,0,,,雙園段(1120516)NO.8.pdf
雙園段()NO.7,2026-01-14,2026-01-14,1,3,0,1,,,雙園段(1120512)NO.7.pdf
雙園段()NO.6,2026-01-14,2026-01-14,1,5,0,0,,,雙園段(1120509)NO.6.pdf
雙園段()NO.5,2026-01-14,2026-01-14,1,1,1,0,,,雙園段(1120505)NO.5.pdf
桓億龍泉工地,2026-01-14,2026-01-13,24,6,22,3,,,桓億龍泉工地監測報告_114年1月報.pdf; 桓億龍泉工地監測報告_20240924.pdf
三合段1212,2026-01-14,2026-01-14,1,0,3,0,,,三合段1212觀測報告.pdf
三合段1219,2026-01-14,2026-01-14,1,4,0,0,,,三合段1219觀測報告.pdf
三合段1226,2026-01-14,2026-01-14,1,0,7,0,,,三合段1226觀測報告.pdf
三合段1205,2026-01-14,2026-01-14,1,1,0,0,,,三合段1205觀測報告.pdf
三合段1128,2026-01-14,2026-01-14,1,1,0,0,,,三合段1128觀測報告.pdf
三合段1121,2026-01-14,2026-01-14,1,1,0,0,,,三合段1121觀測報告.pdf
三合段1103,2026-01-14,2026-01-14,1,0,4,0,,,三合段1103觀測報告.pdf
三合段1031,2026-01-14,2026-01-14,1,0,5,0,,,三合段1031觀測報告.pdf
三合段1027,2026-01-14,2026-01-14,1,0,5,0,,,三合段1027觀測報告.pdf
三合段1017,2026-01-14,2026-01-14,1,0,3,0,,,三合段1017觀測報告.pdf
